Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Outlet_Years,Item_Type_Combined,Item_Visibility_MeanRatio,outlet
1,NCF30,124.6362,3900.9222,0.126244059,17.0,OUT046,0,2,1,16,2,1.8109988428589057,8
2,FDI50,227.6352,2748.4224,0.030905215,8.42,OUT045,1,1,1,11,1,0.44334211880264157,7
2,FDD56,177.1054,3151.8972,0.104365283,15.2,OUT017,1,1,1,6,1,1.4971429803888214,2
1,NCN41,125.073,369.519,0.087387669,17.0,OUT010,2,1,0,15,2,1.2535953667264221,0
2,FDE23,47.806000000000004,1071.938,0.053481818,17.6,OUT017,1,1,1,6,1,0.7672084633463077,2
0,FDL26,155.0972,3894.93,0.073306615,18.0,OUT049,0,1,1,14,1,1.0515995444894821,9
1,NCB30,196.9084,595.2252,0.043021542,14.6,OUT010,2,1,0,15,2,0.6171534993183784,0
0,FDY50,89.4172,2498.0816,0.13169655,5.8,OUT017,1,1,1,6,1,1.8892160276509329,2
1,NCK19,192.2478,4068.7038,0.09083415800000001,9.8,OUT018,2,1,2,4,2,1.3030360108277494,3
1,NCR38,250.7724,251.6724,0.19875618,12.857645184136183,OUT019,0,2,0,28,2,2.851201195860285,4
0,FDI28,77.6302,950.7624,0.026321701,14.3,OUT046,0,2,1,16,1,0.3775906005452352,8
0,FDO24,158.8604,2693.8268,0.176215665,11.1,OUT046,0,2,1,16,1,2.5278525416282167,8
0,FDC45,171.7106,1711.106,0.136008489,17.0,OUT045,1,1,1,11,1,1.951071742694745,7
2,FDU27,48.8376,1294.3152,0.17174348,18.6,OUT049,0,1,1,14,1,2.4636980624059435,9
2,FDS09,49.8008,759.012,0.08154715,8.895,OUT017,1,1,1,6,1,1.1698118347766497,2
0,DRE13,86.6198,2529.3742,0.027570939,12.857645184136183,OUT027,2,1,3,28,0,0.39551119491122727,5
0,FDV15,102.3648,1557.9720000000002,0.14676789699999998,10.3,OUT018,2,1,2,4,1,2.1054178211731536,3
2,FDH26,141.8496,2399.5432,0.03467086,19.25,OUT013,2,0,1,26,1,0.4973611260465185,1
0,FDI22,210.8612,1254.3672,0.09619424,12.6,OUT035,1,2,1,9,1,1.3799275681534595,6
2,FDJ26,215.7218,1923.4962,0.08511049,15.3,OUT018,2,1,2,4,1,1.2209287322198223,3
2,FDD26,184.0924,555.2772,0.1263349,12.857645184136183,OUT019,0,2,0,28,1,1.812301977019731,4
1,NCI55,123.3414,4751.8146,0.012592289,12.857645184136183,OUT027,2,1,3,28,2,0.18063916027878132,5
2,FDA35,122.2072,3552.7088,0.05357685,12.857645184136183,OUT027,2,1,3,28,1,0.7685717183255741,5
0,FDN21,160.6236,1611.236,0.077168705,18.6,OUT018,2,1,2,4,1,1.1070020765089648,3
1,NCM43,163.621,815.605,0.032597778,14.5,OUT010,2,1,0,15,2,0.4676223079754707,0
0,FDD09,179.5976,2173.1712,0.021583971,13.5,OUT018,2,1,2,4,1,0.3096268197880122,3
0,FDI24,177.637,4234.488,0.078903499,10.3,OUT045,1,1,1,11,1,1.1318880786819348,7
1,NCN41,121.37299999999999,369.519,0.091411749,12.857645184136183,OUT019,0,2,0,28,2,1.3113216809886374,4
1,NCT53,164.6526,657.8104,0.084245356,12.857645184136183,OUT019,0,2,0,28,2,1.2085181943669647,4
2,FDQ47,33.8874,35.2874,0.28150951399999996,7.155,OUT010,2,1,0,15,1,4.038316005886446,0
1,NCD42,39.7506,227.7036,0.012689327,16.5,OUT018,2,1,2,4,2,0.18203119177004812,3
2,FDI21,63.1168,191.7504,0.094741514,5.59,OUT010,2,1,0,15,1,1.3590878935911022,0
0,FDS48,149.6708,300.9416,0.046496777,15.15,OUT010,2,1,0,15,1,0.6670065111235737,0
0,FDW50,166.1158,1169.8106,0.07600554799999999,13.1,OUT017,1,1,1,6,1,1.0903163330549837,2
0,FDO37,232.7326,3696.5216,0.02060989766666667,8.06,OUT018,2,1,2,4,1,0.29565352319489185,3
2,FDS04,139.5838,4495.4816,0.14140214444444443,10.195,OUT018,2,1,2,4,1,2.0284449184785536,3
0,FDP38,49.8008,303.6048,0.053732324000000005,10.1,OUT010,2,1,0,15,1,0.7708020271125774,0
1,NCF06,258.9962,258.9962,0.033807904,6.235,OUT010,2,1,0,15,2,0.48498183208355944,0
0,FDR35,198.3742,2587.9646,0.020782036,12.5,OUT018,2,1,2,4,1,0.2981228855153661,3
2,FDB04,86.1856,1494.0552,0.06317369099999999,11.35,OUT013,2,0,1,26,1,0.9062405170300017,1
0,FDK16,96.0094,1713.7692,0.115563679,9.065,OUT045,1,1,1,11,1,1.6577864384534564,7
2,FDM57,85.1908,671.1264,0.07627820099999999,11.65,OUT017,1,1,1,6,1,1.0942276004161036,2
2,FDF45,57.1904,1640.5312,0.012223686999999999,18.2,OUT049,0,1,1,14,1,0.1753514833713438,9
2,FDH04,91.0488,1629.8784,0.011419301000000001,6.115,OUT018,2,1,2,4,1,0.16381238896364658,3
2,FDL25,90.5804,183.7608,0.131458247,6.92,OUT018,2,1,2,4,1,1.8857975186084615,3
0,FDK40,263.791,4996.829000000001,0.021883367999999997,7.035,OUT049,0,1,1,14,1,0.31392173572188137,9
0,FDV46,139.81799999999998,1398.18,0.012607876,18.2,OUT046,0,2,1,16,1,0.18086275922820708,8
2,FDU31,218.7508,3255.762,0.025041737999999997,10.5,OUT045,1,1,1,11,1,0.3592292492843238,7
1,NCQ53,237.75900000000001,3545.385,0.018934719,17.6,OUT049,0,1,1,14,2,0.271622716114178,9
0,FDD09,182.0976,6157.3184,0.021392306,12.857645184136183,OUT027,2,1,3,28,1,0.3068773431317162,5
0,FDY19,116.5466,2828.3184,0.041448824,19.75,OUT045,1,1,1,11,1,0.5945925130770902,7
0,FDI33,91.7146,2462.7942,0.028395167000000002,16.5,OUT013,2,0,1,26,1,0.40733492718089326,1
2,FDG08,172.0764,4466.1864,0.165221717,13.15,OUT013,2,0,1,26,1,2.3701419351714725,1
0,FDE39,117.4782,2026.0294,0.036127671,7.89,OUT035,1,2,1,9,1,0.5182594008339612,6
2,FDH53,82.8592,1733.7432,0.019277945,20.5,OUT018,2,1,2,4,1,0.2765463687102902,3
0,FDB09,123.9046,1120.5414,0.057629899000000005,16.25,OUT018,2,1,2,4,1,0.8267135992757934,3
0,FDI22,207.2612,4390.2852,0.09621243199999999,12.6,OUT046,0,2,1,16,1,1.3801885364018684,8
0,FDX24,92.4462,185.0924,0.024387983999999998,12.857645184136183,OUT019,0,2,0,28,1,0.34985100410674774,4
0,FDE09,109.5228,994.7052,0.021647195,8.775,OUT045,1,1,1,11,1,0.3105337819987322,7
2,FDJ57,184.6582,5015.4714,0.021573645,7.42,OUT046,0,2,1,16,1,0.3094786910427905,8
0,DRC49,145.8128,2444.8176,0.065424208,8.67,OUT035,1,2,1,9,0,0.9385246792719201,6
2,FDU19,170.5422,1551.9798,0.046866331,8.77,OUT045,1,1,1,11,1,0.6723078446807739,7
2,FDU43,238.6564,3575.3459999999995,0.05649008644444445,19.35,OUT013,2,0,1,26,1,0.8103627370210621,1
0,FDA50,96.041,868.8689999999999,0.087102593,16.25,OUT013,2,0,1,26,1,1.2495058886930293,1
1,NCM29,129.6626,1836.2764,0.01774202,11.5,OUT017,1,1,1,6,2,0.254513186160939,2
0,FDQ13,82.5908,1510.0344,0.010632751999999999,11.1,OUT013,2,0,1,26,1,0.15252917025113802,1
2,FDB26,55.263999999999996,1544.656,0.031116081,12.857645184136183,OUT027,2,1,3,28,1,0.4463670380346689,5
2,FDI21,62.9168,1406.1696,0.05671761,5.59,OUT045,1,1,1,11,1,0.8136266125578449,7
0,FDV25,219.7456,884.1824,0.079931185,12.857645184136183,OUT019,0,2,0,28,1,1.146630460791356,4
0,FDQ23,102.9332,1845.5976,0.024505417999999998,6.55,OUT013,2,0,1,26,1,0.351535620712051,1
0,FDJ41,261.2594,1046.6376,0.03830192,6.85,OUT010,2,1,0,15,1,0.549449481811056,0
1,NCO42,144.1102,1749.7224,0.024693927,21.25,OUT049,0,1,1,14,2,0.3542398238529568,9
0,FDQ13,84.6908,3691.1952,0.010590075,12.857645184136183,OUT027,2,1,3,28,1,0.15191695928272572,5
2,FDU47,138.7838,280.9676,0.190569038,12.8,OUT010,2,1,0,15,1,2.7337548399226836,0
2,FDW57,177.4028,3896.2616,0.10132541274999998,8.31,OUT046,0,2,1,16,1,1.4535353718502586,8
0,DRN47,179.166,3056.022,0.016826748,12.1,OUT046,0,2,1,16,0,0.24138340765071886,8
0,FDW28,194.7452,5872.356,0.088394115,12.857645184136183,OUT027,2,1,3,28,1,1.2680330563558404,5
1,NCN42,145.6418,3384.2614,0.013720204666666668,20.25,OUT013,2,0,1,26,2,0.19681935904105152,1
0,FDR60,78.2328,1004.0264,0.12978357699999998,12.857645184136183,OUT027,2,1,3,28,1,1.86177400846316,5
2,FDO09,262.89099999999996,788.9730000000001,0.12128146740000001,12.857645184136183,OUT019,0,2,0,28,1,1.7398093729038775,4
0,FDX45,156.16299999999998,2816.3340000000003,0.10204006466666665,16.75,OUT046,0,2,1,16,1,1.463787211060611,8
0,FDH27,145.3128,1869.5664,0.058465268,7.075,OUT045,1,1,1,11,1,0.8386971516452573,7
2,FDO08,163.1526,1808.9786,0.053765212,11.1,OUT035,1,2,1,9,1,0.77127381271909,6
2,FDG10,55.4588,343.5528,0.01098386,6.63,OUT018,2,1,2,4,1,0.1575658918739631,3
0,FDZ40,54.9298,1348.245,0.040245222000000004,8.935,OUT049,0,1,1,14,1,0.5773265771864938,9
0,FDZ27,51.435,499.35,0.017253305,7.935,OUT017,1,1,1,6,1,0.24750246180290963,2
0,FDZ46,112.1228,1215.7508,0.069231189,7.485,OUT049,0,1,1,14,1,0.9931366605437345,9
0,FDI46,253.3724,755.0172,0.074648119,9.5,OUT018,2,1,2,4,1,1.0708437149552827,3
1,NCW53,193.1162,2693.8268,0.030542489,18.35,OUT049,0,1,1,14,2,0.4381387344099167,9
0,FDY52,60.1536,490.0288,0.007359711,6.365,OUT049,0,1,1,14,1,0.10557667592718925,9
0,FDU07,149.1366,4231.8248,0.059940022,11.1,OUT049,0,1,1,14,1,0.8598528227212446,9
1,NCQ05,149.2708,2407.5328,0.01821854,11.395,OUT017,1,1,1,6,2,0.2613489705569328,2
2,FDT16,260.2278,4165.2448,0.048860587000000004,9.895,OUT018,2,1,2,4,1,0.7009158864133709,3
1,NCJ17,86.4224,511.3344,0.153419412,7.68,OUT017,1,1,1,6,2,2.2008352694370648,2
1,NCY29,56.493,509.337,0.077219509,13.65,OUT035,1,2,1,9,2,1.107730871083073,6
1,NCQ18,98.57,2496.75,0.13504726,15.75,OUT035,1,2,1,9,2,1.9372827008934004,6
2,FDS02,196.1794,2926.191,0.146094132,10.195,OUT049,0,1,1,14,1,2.0957525137913713,9
1,NCK31,50.2666,820.2656,0.027157955,10.895,OUT018,2,1,2,4,2,0.38958684843469926,3
2,FDH60,195.71099999999998,5499.508000000001,0.080346058,12.857645184136183,OUT027,2,1,3,28,1,1.1525819053891044,5
2,FDO19,48.3034,777.6544,0.016596645,17.7,OUT046,0,2,1,16,1,0.2380825294150281,8
0,DRF37,263.39099999999996,6311.784000000001,0.084316691,17.25,OUT035,1,2,1,9,0,1.2095415106598553,6
0,FDN21,161.0236,3705.8428,0.07679167099999999,18.6,OUT013,2,0,1,26,1,1.1015934407036276,1
0,FDM14,108.0254,759.6778,0.01326146,13.8,OUT035,1,2,1,9,1,0.1902385657183255,6
2,FDO08,165.5526,1973.4312,0.0560771889,11.1,OUT018,2,1,2,4,1,0.804439630768528,3
2,FDS27,195.111,3731.809,0.012528611,10.195,OUT017,1,1,1,6,1,0.17972568533802732,2
0,DRM59,153.8998,2922.1962,0.003597678,5.88,OUT049,0,1,1,14,0,0.051609483619177214,9
1,NCO29,163.0526,2302.3364,0.032438645,11.15,OUT017,1,1,1,6,2,0.46533951002724677,2
0,FDC32,92.0462,277.6386,0.173527068,12.857645184136183,OUT019,0,2,0,28,1,2.4892840252601403,4
0,DRA12,142.0154,850.8924,0.041112694,11.6,OUT018,2,1,2,4,0,0.5897706541645042,3
0,FDI14,139.2496,1976.0944,0.089243504,12.857645184136183,OUT027,2,1,3,28,1,1.2802177287144587,5
0,DRG51,163.5526,2302.3364,0.011539622,12.1,OUT046,0,2,1,16,0,0.1655384202200689,8
0,FDR33,110.65700000000001,659.1419999999999,0.04690397,12.857645184136183,OUT019,0,2,0,28,1,0.6728477844291179,4
0,FDS23,126.9994,1798.9916,0.141686037,4.635,OUT017,1,1,1,6,1,2.0325174197406315,2
1,NCF43,142.247,2004.058,0.052051256,8.51,OUT045,1,1,1,11,2,0.7466867362475462,7
0,DRN37,167.3158,1838.2738,0.09627919,9.6,OUT035,1,2,1,9,0,1.381146194621267,6
2,FDX57,96.9068,1458.102,0.047533568,17.25,OUT017,1,1,1,6,1,0.6818795064641823,2
1,NCC42,140.4838,1685.8056,0.04499948,15.0,OUT045,1,1,1,11,2,0.6455274557454816,7
0,FDS47,87.6856,1494.0552,0.12888573,16.75,OUT046,0,2,1,16,1,1.8488941954173492,8
0,DRK35,39.2506,75.9012,0.12025630300000001,8.365,OUT010,2,1,0,15,0,1.7251031637020635,0
0,DRF37,261.291,788.9730000000001,0.06564284711111111,12.857645184136183,OUT019,0,2,0,28,0,0.9416611054955567,4
0,DRI23,161.8578,3530.0716,0.137755834,18.85,OUT018,2,1,2,4,0,1.9761377917281913,3
0,FDB28,198.7426,1186.4556,0.093913607,6.615,OUT017,1,1,1,6,1,1.3472113852558085,2
2,FDU50,115.3176,572.5880000000001,0.07528708099999999,5.75,OUT049,0,1,1,14,1,1.0800097656336025,9
0,FDD22,113.3544,3467.4864,0.100055625,10.0,OUT018,2,1,2,4,1,1.435319986792603,3
0,FDG04,188.9898,4303.0654,0.006061565,13.1,OUT035,1,2,1,9,1,0.08695448552485184,6
2,FDM08,223.0088,671.1264,0.053667516,10.1,OUT049,0,1,1,14,1,0.76987234207284,9
0,FDI28,79.0302,1901.5248,0.026194237000000002,12.857645184136183,OUT027,2,1,3,28,1,0.3757621013799306,5
2,FDM57,83.4908,503.3448,0.07600299099999999,11.65,OUT045,1,1,1,11,1,1.0902796523265765,7
1,NCS17,94.6436,4065.3748,0.080111611,12.857645184136183,OUT027,2,1,3,28,2,1.1492187115162606,5
0,FDX44,90.4172,1249.0408,0.043141572,9.3,OUT018,2,1,2,4,1,0.618875356115682,3
0,DRE03,45.3718,614.5334,0.024276035,19.6,OUT045,1,1,1,11,0,0.34824507103500446,7
0,FDT46,51.5008,607.2096,0.03093263,11.35,OUT018,2,1,2,4,1,0.44373539301823833,3
2,FDW60,178.137,3175.866,0.017096552,5.44,OUT045,1,1,1,11,1,0.24525380547909278,7
0,FDE44,50.8692,788.3072,0.172357491,14.65,OUT017,1,1,1,6,1,2.472506185491582,2
2,FDT24,78.5328,695.0952,0.185824165,12.35,OUT035,1,2,1,9,1,2.6656885912565786,6
2,FDO20,253.7382,2271.0438,0.152988295,12.85,OUT017,1,1,1,6,1,2.1946508010801278,2
0,FDV47,85.5566,1860.2452,0.05274253044444445,17.1,OUT049,0,1,1,14,1,0.7566032204678994,9
2,FDZ26,240.6222,2868.2664,0.143897558,11.6,OUT013,2,0,1,26,1,2.064242175770206,1
0,FDK48,75.5354,1956.1204,0.037845086,7.445,OUT017,1,1,1,6,1,0.5428960974226579,2
2,FDX32,142.8786,433.4358,0.1748389,12.857645184136183,OUT019,0,2,0,28,1,2.5081025443480387,4
2,FDE56,63.2194,247.6776,0.278730642,12.857645184136183,OUT019,0,2,0,28,1,3.998452474752256,4
0,DRJ01,161.1236,644.4944,0.11550099900000001,6.135,OUT018,2,1,2,4,0,1.6568872800426009,3
0,FDC53,97.7384,98.5384,0.01478914,8.68,OUT010,2,1,0,15,1,0.21215347192598072,0
1,NCN07,132.5284,1318.2839999999999,0.033938279,18.5,OUT035,1,2,1,9,2,0.48685209018527126,6
0,FDI28,79.4302,1743.0644,0.026299797000000003,14.3,OUT013,2,0,1,26,1,0.3772763828389273,1
1,NCO55,105.6938,214.3876,0.159394437,12.857645184136183,OUT019,0,2,0,28,2,2.28654831959377,4
0,FDP46,88.28299999999999,1797.66,0.06430449811111111,15.35,OUT046,0,2,1,16,1,0.9224621941999259,8
0,FDX26,182.5292,2736.438,0.0916101643,17.7,OUT013,2,0,1,26,1,1.3141679921857887,1
2,FDD56,175.6054,2451.4756,0.10377827,15.2,OUT046,0,2,1,16,1,1.488722149561898,8
2,FDP12,35.0874,352.874,0.045522854,9.8,OUT017,1,1,1,6,1,0.6530353710952442,2
0,FDT40,125.5678,2543.356,0.09533143300000001,12.857645184136183,OUT027,2,1,3,28,1,1.367550411628331,5
2,FDV57,179.766,3056.022,0.049433515250000004,15.25,OUT018,2,1,2,4,1,0.709134668398123,3
0,FDZ09,165.6868,3111.9492,0.105472205,17.6,OUT017,1,1,1,6,1,1.5130220203770324,2
2,FDA07,121.0072,2082.6224,0.030938774,7.55,OUT035,1,2,1,9,1,0.44382353005200187,6
0,FDV36,127.102,3415.554,0.026174636,12.857645184136183,OUT027,2,1,3,28,1,0.37548092071606365,5
2,FDQ01,254.7014,3570.0196,0.160671255,19.7,OUT035,1,2,1,9,1,2.304864555136715,6
2,FDW46,65.7484,391.4904,0.070243155,13.0,OUT013,2,0,1,26,1,1.0076535357894247,1
2,FDW19,109.95700000000001,4504.137,0.038313981000000004,12.857645184136183,OUT027,2,1,3,28,1,0.549622499513566,5
2,FDY01,113.8834,1382.2008,0.17054823800000002,11.8,OUT049,0,1,1,14,1,2.4465520525573825,9
0,FDG60,233.6616,2577.9776,0.060794097000000005,20.35,OUT049,0,1,1,14,1,0.8721047167823721,9
0,FDL22,90.3488,996.0368,0.036446751,16.85,OUT049,0,1,1,14,1,0.5228366737397652,9
0,DRK01,94.0436,1134.5232,0.061188147000000005,7.63,OUT045,1,1,1,11,0,0.8777574508569994,7
0,FDO12,195.3452,1761.7068,0.05488482099999999,15.75,OUT013,2,0,1,26,1,0.7873348505177432,1
2,FDX12,241.8196,4097.3332,0.026064486,18.2,OUT046,0,2,1,16,1,0.3739007946957104,8
2,FDR28,164.921,2609.936,0.025936747000000003,13.85,OUT049,0,1,1,14,1,0.3720683505948125,9
0,FDH57,132.9284,3295.71,0.035949725,10.895,OUT017,1,1,1,6,1,0.5157067262554975,2
0,FDC04,242.9854,2175.1686,0.045168898,15.6,OUT018,2,1,2,4,1,0.6479577942848933,3
1,NCI06,181.46599999999998,3775.086,0.04767798,11.3,OUT013,2,0,1,26,2,0.6839511284237942,1
1,NCY53,111.6544,1565.9616,0.058812134,20.0,OUT017,1,1,1,6,2,0.8436730208434039,2
2,FDR22,112.9544,2908.2144,0.018667601000000002,19.35,OUT017,1,1,1,6,1,0.267790849547635,2
0,FDM33,221.5798,5509.495,0.087646694,15.6,OUT013,2,0,1,26,1,1.2573111374247605,1
0,FDO57,159.4578,160.4578,0.19033746,12.857645184136183,OUT019,0,2,0,28,1,2.730432802486993,4
2,FDO56,118.4808,1640.5312,0.045165795999999994,10.195,OUT018,2,1,2,4,1,0.6479132954114013,3
0,FDO58,164.8526,2631.2416,0.039385518,12.857645184136183,OUT027,2,1,3,28,1,0.5649939338800775,5
2,FDQ45,183.8608,2572.6512,0.010914988,9.5,OUT035,1,2,1,9,1,0.15657790785876777,6
0,FDO60,43.3086,624.5204,0.034203092000000004,12.857645184136183,OUT027,2,1,3,28,1,0.49065089101893267,5
2,FDI34,229.7668,3916.2356,0.085268317,10.65,OUT049,0,1,1,14,1,1.2231927953102835,9
2,FDJ26,215.5218,4915.6014,0.08435471300000001,12.857645184136183,OUT027,2,1,3,28,1,1.2100869446275893,5
0,FDV08,40.8454,587.2356,0.028571132000000003,7.35,OUT013,2,0,1,26,1,0.40985918387786513,1
0,DRD60,179.7634,1817.634,0.037383778,15.7,OUT018,2,1,2,4,0,0.5362785325184626,3
0,FDX20,227.27200000000002,7017.531999999999,0.042354152,12.857645184136183,OUT027,2,1,3,28,1,0.6075796427162581,5
0,FDG59,39.4164,154.4656,0.043410693,15.85,OUT018,2,1,2,4,1,0.6227359561585643,3
2,FDN58,231.1984,5097.3648,0.056872392,13.8,OUT046,0,2,1,16,1,0.8158469944523733,8
2,FDV48,79.8644,785.6439999999999,0.051573903,9.195,OUT013,2,0,1,26,1,0.7398390022830099,1
0,FDA15,248.8092,5976.2208,0.016113019,9.3,OUT017,1,1,1,6,1,0.23114480788330452,2
0,FDI19,242.9512,4847.024,0.052295514,15.1,OUT013,2,0,1,26,1,0.7501906710771372,1
0,FDX19,234.4958,1635.8706,0.09712786699999999,19.1,OUT018,2,1,2,4,1,1.3933206531830038,3
2,FDO52,172.4106,4277.765,0.077284566,11.6,OUT049,0,1,1,14,1,1.1086641280826746,9
1,NCO05,98.6384,1970.7679999999998,0.046653872,7.27,OUT045,1,1,1,11,2,0.6692600735127464,7
1,NCP17,62.5168,1534.0032,0.02775746,19.35,OUT049,0,1,1,14,2,0.3981868797540989,9
0,FDK56,186.7898,561.2694,0.1138588751,9.695,OUT010,2,1,0,15,1,1.6333306508729784,0
1,NCG43,94.1462,832.9158,0.06998150610000001,20.2,OUT046,0,2,1,16,2,1.0039001246674386,8
0,DRM59,154.6998,3229.7958,0.003574698,12.857645184136183,OUT027,2,1,3,28,0,0.05127983045578441,5
2,FDA47,164.12099999999998,2773.0570000000002,0.11733375,10.5,OUT017,1,1,1,6,1,1.6831784969643295,2
2,FDY20,92.3488,1177.1344,0.081684728,12.5,OUT013,2,0,1,26,1,1.171785421500464,1
0,FDZ22,81.825,83.225,0.07926174400000001,12.857645184136183,OUT019,0,2,0,28,1,1.1370271821423203,4
0,FDB52,256.0672,2045.3376,0.030410272999999998,17.75,OUT013,2,0,1,26,1,0.4362420667575606,1
1,NCS29,264.8884,2914.8724,0.069938838,9.0,OUT017,1,1,1,6,2,1.003288041371487,2
0,DRC12,190.4188,952.0939999999999,0.037885682999999996,17.85,OUT049,0,1,1,14,0,0.5434784703327648,9
2,FDP13,41.548,79.896,0.235183205,12.857645184136183,OUT019,0,2,0,28,1,3.373754895783641,4
0,DRF23,175.2396,2093.2752,0.123151947,4.61,OUT018,2,1,2,4,0,1.7666418149056922,3
2,FDB56,186.8556,7322.4684,0.074565098,8.75,OUT013,2,0,1,26,1,1.0696527604175092,1
2,FDQ47,35.2874,388.1614,0.169137707,7.155,OUT017,1,1,1,6,1,2.4263176745672337,2
2,FDY39,182.0608,7717.9536,0.0490836461,12.857645184136183,OUT027,2,1,3,28,1,0.704115718351515,5
0,FDY36,71.33800000000001,1098.57,0.009429611999999999,12.3,OUT045,1,1,1,11,1,0.13526986185233833,7
1,NCM17,44.9086,802.9548,0.07107667200000001,7.93,OUT013,2,0,1,26,2,1.0196105208108208,1
0,DRN35,34.9532,539.298,0.070234306,8.01,OUT035,1,2,1,9,0,1.007526594934644,6
0,FDK22,217.185,432.77,0.043663452,9.8,OUT010,2,1,0,15,1,0.6263618397062579,0
2,FDI07,199.3426,395.4852,0.059110912,12.857645184136183,OUT019,0,2,0,28,1,0.8479590570858831,4
0,DRK37,190.453,379.506,0.0341349718,5.0,OUT010,2,1,0,15,0,0.4896736917403881,0
1,NCP05,150.9024,303.6048,0.042324556,19.6,OUT010,2,1,0,15,2,0.6071550815751017,0
1,NCD42,36.3506,872.8638,0.012657493999999998,16.5,OUT049,0,1,1,14,2,0.18157454037099313,9
0,FDW11,61.0194,1052.6298,0.048857925,12.6,OUT049,0,1,1,14,1,0.7008776994368282,9
0,FDI14,140.2496,2681.8424,0.09018502699999999,14.1,OUT017,1,1,1,6,1,1.2937240836038006,2
1,NCY42,144.947,3435.528,0.015186146000000001,6.38,OUT049,0,1,1,14,2,0.2178486104719304,9
2,FDV26,194.2794,4291.7468,0.07410213155555555,20.25,OUT049,0,1,1,14,1,1.0630114047623382,9
0,FDX15,159.7578,641.8312,0.155541973,12.857645184136183,OUT027,2,1,3,28,1,2.2312838746652717,5
1,NCG07,190.85299999999998,4364.319,0.052502049,12.3,OUT046,0,2,1,16,2,0.7531534611598758,8
0,FDC44,114.8518,2163.1842,0.172596885,15.6,OUT046,0,2,1,16,1,2.4759403451694437,8
0,FDC47,229.4694,5937.6044,0.118868155,15.0,OUT035,1,2,1,9,1,1.7051898747787653,6
1,NCK53,98.4042,1388.8588,0.037639672,11.6,OUT049,0,1,1,14,2,0.5399493883319194,9
2,FDY49,164.7184,495.3552,0.021031586,12.857645184136183,OUT019,0,2,0,28,1,0.3017027352509916,4
1,NCM07,83.9908,167.7816,0.06996801799999999,12.857645184136183,OUT019,0,2,0,28,2,1.0037066349009822,4
0,FDR47,193.3794,4291.7468,0.087963415,17.85,OUT017,1,1,1,6,1,1.2618545699557848,2
2,FDS59,108.757,1867.569,0.043885147,14.8,OUT035,1,2,1,9,1,0.6295421033293375,6
0,DRK47,229.9694,4567.388,0.064163983,7.905,OUT049,0,1,1,14,0,0.9204464739700621,9
0,FDZ27,51.235,49.935,0.015264210111111108,12.857645184136183,OUT019,0,2,0,28,1,0.2189684573463962,4
2,FDE36,165.5868,5404.9644,0.043597660999999996,12.857645184136183,OUT027,2,1,3,28,1,0.6254180533149274,5
2,FDM51,101.9674,1731.7458,0.02592132,11.8,OUT035,1,2,1,9,1,0.371847046880641,6
0,FDY48,103.2332,1845.5976,0.023734872,14.0,OUT046,0,2,1,16,1,0.3404819685606294,8
2,FDA35,123.0072,1960.1152,0.053921264,14.85,OUT049,0,1,1,14,1,0.7735124130434492,9
1,NCL31,143.447,2290.3520000000003,0.12077096300000001,7.39,OUT018,2,1,2,4,2,1.7324860748017912,3
0,FDC47,229.9694,4339.0186,0.118791698,15.0,OUT013,2,0,1,26,1,1.7040930822672977,1
0,FDI26,179.4344,6066.7696,0.034717799,12.857645184136183,OUT027,2,1,3,28,1,0.4980344763440161,5
0,FDQ16,108.0912,1965.4416,0.041823046,19.7,OUT045,1,1,1,11,1,0.5999608101228335,7
0,FDK15,98.4042,99.2042,0.164724567,10.8,OUT010,2,1,0,15,1,2.363010208879883,0
1,NCO53,184.0608,6431.628000000001,0.174336148,12.857645184136183,OUT027,2,1,3,28,2,2.5008904561321095,5
2,FDG12,122.4098,3735.8038,0.006295472,12.857645184136183,OUT027,2,1,3,28,1,0.0903099329787126,5
2,FDU28,189.1214,2261.0568,0.093463546,12.857645184136183,OUT027,2,1,3,28,1,1.3407551610447672,5
0,FDI20,211.3586,422.1172,0.067520165,12.857645184136183,OUT019,0,2,0,28,1,0.9685916442582251,4
0,DRN37,165.3158,334.2316,0.16118210300000002,9.6,OUT010,2,1,0,15,0,2.31219278225651,0
0,FDD28,59.6904,937.4464,0.053296868,10.695,OUT046,0,2,1,16,1,0.7645553148445887,8
2,FDP31,62.9168,1086.5856,0.161474419,21.1,OUT035,1,2,1,9,1,2.316386119685158,6
0,DRD27,98.3042,198.4084,0.041740624,12.857645184136183,OUT019,0,2,0,28,0,0.5987784483720431,4
0,DRF01,147.3102,291.6204,0.30654284800000003,12.857645184136183,OUT019,0,2,0,28,0,4.397424697939041,4
0,DRD25,111.286,2263.72,0.079293753,6.135,OUT018,2,1,2,4,0,1.1374863583001547,3
0,FDD53,43.3454,922.7988,0.044472637,16.2,OUT017,1,1,1,6,1,0.6379697768263627,2
0,FDQ24,253.4724,2013.3792,0.073816097,15.7,OUT045,1,1,1,11,1,1.0589081760382937,7
2,FDY49,164.4184,2641.8944,0.012080016,17.2,OUT017,1,1,1,6,1,0.17329049122000323,2
1,NCP18,150.4708,2257.062,0.02859825,12.15,OUT046,0,2,1,16,2,0.41024819756302117,8
